Nombre empresaAlfabeto latino,NACE Rev. 2 Código principal (4 digitos),Código de consolidación,Último año disponible,"Ingresos explotación (Cifra ventas)
mil USD Últ, año disp,","Número de empleados
Últ. año disp.","Ciudad
Latin Alphabet","Activos fijos
mil USD Últ. año disp.","Activo circulante
mil USD Últ. año disp.","Activos totales
mil USD Últ. año disp.","Fondos de los accionistas
mil USD Últ. año disp.","Deuda a largo plazo
mil USD Últ. año disp.","Ingresos explotación (Cifra ventas)
mil USD Últ. año disp.","Resultado actividades ordinarias
mil USD Últ. año disp.","P/G por periodo [=ingresos netos]
mil USD Últ. año disp.","ROE - base: result. antes impuestos
Últ. año disp.","ROA utilizando Ingresos Netos
Últ. año disp.","Margen de beneficio
Últ. año disp."
MARCUMAR SL,1399,U1,2012,143.706852664692,1,LEGANES,42.3838367446101,100.029647728264,142.413484472874,9.30304948581815,13.4817738526094,143.706852664692,-18.0460004976356,-18.0460004976356,-258.639,-12.672,-16.743
NOVEL NUS S.L.,1330,U1,2007,143.504141236496,1,MATARO,7.63869384750366,230.390710230789,238.029404078293,5.28632332237244,58.1606708958435,143.504141236496,1.17628094902039,1.17628094902039,29.669,0.494,1.093
COMER BLANC SL,1320,U1,2022,143.173681054986,2,ONTINYENT,1009.32757545674,452.475448077709,1461.80302353445,766.380754485708,0.0,143.173681054986,3.06216446681023,3.06216446681023,0.533,0.209,2.852
ACABADOS MAYTEXTILES SL.,1330,U1,2022,142.244374252856,2,SABADELL,24.6288701153636,77.7556146617889,102.384484777153,63.1940678022444,11.9483034513474,142.244374252856,14.085779491812,14.085779491812,29.72,13.758,13.203
CRISTOBAL BELDA SL,1320,U1,1998,142.062538198471,3,BIAR,0.0318750486373901,429.883981842756,429.915856891394,50.3728223984241,0.0,142.062538198471,-16.3382392158508,-16.3382392158508,-46.336,-3.8,-16.43
CREAPOLIS SL,1330,U1,2021,141.969602402186,2,MAIRENA DEL ALJARAFE,338.720272827673,468.596206992817,807.31647982049,602.010316562462,181.492211127305,141.969602402186,6.84812052104473,6.84812052104473,1.522,0.848,6.455
SOFTHEADS SL.,1399,U1,2019,141.724148708112,1,BARCELONA,1.944088382833,62.6886663784301,64.6327547612631,43.0609386864316,16.8509978055954,141.724148708112,-17.7630749128211,-17.7630749128211,-41.251,-27.483,-12.534
SERVICIOS DE TRATAMIENTO DE PIELES SL.,1310,U1,2022,141.347321419251,4,POZAL DE GALLINAS,22.9948716973364,54.3635733130097,77.3584450103462,27.3275908065498,14.6721852244616,141.347321419251,-6.35906614899635,-6.35906614899635,-24.46,-8.22,-4.729
DEFLASTRAT SL.,1399,U1,2020,141.318350895262,1,DONOSTIA/SAN SEBASTIAN,104.935568384731,78.9941983550429,183.929766739774,36.9948228281081,76.5044629604697,141.318350895262,20.527432462585,20.527432462585,57.739,11.16,15.115
KE TODO EN COSTURA SL.,1330,U1,2022,141.125458059698,4,GUADARRAMA,3.99359380192161,30.5895613554955,34.5831551574171,7.94869402831197,4.59727844628096,141.125458059698,5.94547086543441,5.94547086543441,94.713,17.192,5.335
TIENDAS Y EQUIPOS PARA CAMPAMENTOS APU SL.,1392,U1,2022,140.722998074794,1,CUARTE DE HUERVA,6.5537845515728,174.573036739951,181.126821291524,101.829671721345,67.8167953123152,140.722998074794,9.11067950880527,9.11067950880527,14.674,5.03,10.619
BAGS EXPERIMENTA S.L.,1330,U1,2003,139.414078493776,3,COCENTAINA,26.124128122592,181.501719460242,207.625847582834,30.0165465491772,2.21184192151785,139.414078493776,-43.6876511418557,-139.089173519495,-145.545,-66.99,-31.337
SEUPUNT SL,1391,U1,2006,138.897303578968,3,MURO DE ALCOY,44.4458722960353,192.339830911081,236.785703207116,22.3072177252364,40.7463726655197,138.897303578968,-13.7655475548792,-13.7655475548792,-85.831,-5.814,-13.785
PANTALLES PALAFRUGELLS SL,1392,U1,2021,138.831484078288,1,PALAFRUGELL,50.5626188961268,65.9392084063768,116.501827302504,57.7041282008171,20.1368972765207,138.831484078288,-1.32046472046375,-1.32046472046375,-1.786,-1.133,-0.742
LINO DEL VALLES S.L.,1310,U1,1996,138.706550934792,1,SABADELL,86.900489742279,98.1740114085674,185.074501150846,10.5813777530193,60.0719443409443,138.706550934792,-37.421307100296,-37.421307100296,-544.077,-20.22,-41.506
URDIMIL SL,1310,U1,2022,138.234578804708,1,BANYERES DE MARIOLA,17.9723507010818,283.483670475936,301.456021177018,87.3266705077112,144.001543579787,138.234578804708,4.86712811681032,4.86712811681032,7.347,1.615,4.642
JSP TEXTILE ACCESSORIES SL.,1399,U1,2020,136.001832741541,1,SANT FRUITOS DE BAGES,44.9421314408719,59.8953917098343,104.837523150706,22.198214055711,47.8511175820887,136.001832741541,1.3552698212564,1.3552698212564,6.105,1.293,0.997
EDUARDO SANCHO SOCIEDAD LIMITADA,1310,U1,2005,135.09715385811,2,CANALS,28.7446515870643,79.5930099061692,108.337661493233,44.7607301759017,18.2478785908055,135.09715385811,3.1773094111526,3.17906717057228,7.098,2.934,2.352
DUCCIO TRESSENO SL,1320,U1,1997,134.489937357903,5,SEVILLA,14.6761831083298,130.462297283649,145.138480391979,32.8756974856854,42.9288601469994,134.489937357903,2.68319605851173,2.94844199895859,9.969,2.031,2.437
CINTAS PIBAR S.L.,1399,U1,2003,134.459508132219,1,NAVARCLES,39.5215800008774,53.0671809694767,92.5887609703541,3.23705130839348,30.6326345820427,134.459508132219,-2.21023792028427,-0.131351282119751,-70.035,-0.142,-1.686
RAUL SALLAN SL,1392,U1,2022,134.268673925501,3,BARBASTRO,264.557790498346,163.771711714298,428.329502212644,247.450174666375,84.5508026755393,134.268673925501,1.44745016753077,1.44745016753077,0.961,0.338,1.771
JONKER SL.,1391,U1,2003,133.942943955421,1,TERRASSA,11.74078383255,162.138001859665,173.877522699118,165.973711896181,0.0,133.942943955421,3.93043451881409,3.92917152571678,3.382,2.26,4.191
ENNOBLECIMIENTO DE GENEROS DE PUNTO SL,1330,U1,2022,133.361797710609,1,BANYERES DE MARIOLA,535.558748515338,508.13648633821,1043.69523485355,728.776946913564,268.450441324699,133.361797710609,6.12814735978842,6.12814735978842,1.101,0.587,6.019
SOLER TAPISSERS SL,1320,U1,2021,132.800693243122,1,ARBUCIES,196.828389458585,66.8289678819179,263.657357340503,203.732109328723,46.7627901685953,132.800693243122,0.796897576332092,0.796897576332092,0.391,0.302,0.6
JOSE LUIS NAVARRO VALERO S.L.,1391,U1,1999,132.439579578042,3,MADRID,0.379739223718643,154.549845649004,154.928580271602,15.673786689043,0.0,132.439579578042,12.6499373149872,12.6499373149872,172.939,12.248,13.645
SENVANAR S.L.,1330,U1,2000,132.3684005481,3,VILANOVA DEL CAMI,13.4615560137033,90.1711168220043,103.633603336573,1.95498231732845,52.8905996664762,132.3684005481,2.13084698081017,-4.59016076695919,155.688,-4.429,2.299
FLECOS FERPAS SOCIEDAD LIMITADA.,1399,U1,2011,131.942012831527,3,MANISES,40.3540851916134,81.8253235514998,122.179408743113,57.6241940606022,32.2694104854286,131.942012831527,-1.92041916131854,-1.92041916131854,-3.333,-1.572,-1.456
EUROPEAN MASK FACTORY SOCIEDAD LIMITADA.,1399,U1,2022,131.867181447108,2,ZARAGOZA,383.977063694411,172.012675334382,555.989739028794,501.983764526212,21.3319897651672,131.867181447108,-86.979951012063,-86.979951012063,-23.103,-15.644,-87.947
LAS HILANDERAS EL PASO SLL.,1320,U1,2007,131.574763710022,3,EL PASO,11.7429361495972,28.7412668151855,40.4842029647827,21.1157924194336,0.0,131.574763710022,0.756659042358398,0.756659042358398,3.583,1.869,0.575
TEXTILES ALONSO MONZO SL,1392,U1,2022,130.675140259635,2,ALBAIDA,91.6781830999076,207.736377322578,299.414560422486,114.487722470164,63.3664836095214,130.675140259635,0.868734617191553,0.868734617191553,1.075,0.29,0.942
MALLEXTRA SA,1391,U1,2001,130.599542614222,5,IGUALADA,3.09423708832264,344.127459348917,347.222577735186,134.403224549055,137.069150835633,130.599542614222,1.12894266879559,1.12894266879559,1.292,0.325,1.33
FERNANDO CAZORLA CONFECCIONES SL,1392,U1,2022,130.457233984184,2,PREMIA DE MAR,10.5282542246699,61.2723968362391,71.800651060909,45.474405185926,1.65895684605241,130.457233984184,0.770201089866758,0.770201089866758,2.258,1.073,0.787
CRISMAFLOC SL,1392,U1,2019,129.887154065573,1,VILLA DEL RIO,1491.55607250358,53.7588732813036,1545.31494578488,110.792423434166,1205.40776217696,129.887154065573,9.86037147654283,9.86037147654283,12.074,0.638,10.299
TOLDOS DEL DUERO S.L.,1399,U1,1996,129.578903078556,4,ZAMORA,7.55438652706146,106.105206546307,113.659593073368,6.04942887353897,0.0,129.578903078556,0.153683270215988,-0.771831534862518,3.613,-0.679,0.169
PALME-TEXTIL BOBINADOS SL,1310,U1,2018,129.150901129948,3,CREVILLENT,9.72726080162763,49.7219592052066,59.4492200068343,41.8608203439295,3.10602016514301,129.150901129948,2.07598909610391,2.07598909610391,6.612,3.492,2.143
CONFECCIONES GRAMAGE SOCIEDAD LIMITADA.,1392,U1,2022,128.683148389369,5,ONTINYENT,80.4624521750808,28.5363466746032,108.998798849684,12.3973311699092,69.9139965561032,128.683148389369,-10.2122421282887,-10.2122421282887,-89.184,-9.369,-8.592
COMERCIAL DELCO REUNIDO S.L.,1320,U1,1998,128.239012641191,2,COCENTAINA,42.282252017498,45.1862966272831,87.4674102501869,24.7043010885715,38.0394553649425,128.239012641191,24.2944790346622,15.7519659998417,125.667,18.009,24.209
INDUSTRIAL TEXTIL MANUBER SL,1392,U1,2000,128.204762767632,4,A CORUNA,31.3618616936159,180.833994046143,212.195865044768,3.26898911381364,34.7673645893311,128.204762767632,2.60478829138041,2.60477898637176,91.545,1.228,2.334
LAM TRICOTS SL,1391,U1,2002,127.865888350358,1,ESPLUGUES DE LLOBREGAT,75.7434286753178,22.3494600605249,98.0928887358427,39.905965043788,7.18165649231911,127.865888350358,-2.11404642328739,-2.11460223522186,-11.805,-2.156,-3.684
FICONMAT S.L.,1391,U1,2004,127.509403587735,2,MATARO,64.7028738923144,37.9177851034784,102.620658995793,55.4865719006801,29.3267691780019,127.509403587735,24.6089418129802,25.0494180210447,44.351,24.41,19.3
INPLATEX S A,1330,U1,2002,127.473894118309,7,MADRID,2.31448479127884,22.2702306423187,24.5847154335976,9.0691728477478,0.0,127.473894118309,-5.66928173160553,-5.66928173160553,-62.512,-23.06,-4.447
TEJIDOS MC SL,1391,U1,2021,127.428407552719,2,MATARO,49.8910548698187,135.736325284052,185.627380153871,107.105356089664,56.63001537323,127.428407552719,11.039228676796,11.039228676796,13.743,5.947,11.551
STAMPATEX ESTAMPADOS SL.,1330,U1,2020,127.357445829749,2,BADALONA,17.5526124439538,65.3462158818781,82.8988283258319,13.0687425198615,42.9484754800797,127.357445829749,-40.1139129113734,-40.1139129113734,-306.945,-48.389,-31.497
SILVANA S DECORACION S.L.,1330,U1,2006,126.735483180821,2,MADRID,6.27072318941116,17.7617810265255,24.0325042159367,1.6044910182023,12.8006719877601,126.735483180821,-0.653798251381159,-0.653799568383694,-58.211,-2.72,-0.737
ESTAMPADOS LA JORDANA SL,1330,U1,2022,126.614030710107,3,ONTINYENT,0.500480477875471,217.711589046592,218.212069524467,47.4292153980315,123.314547857159,126.614030710107,2.2559432456255,2.2559432456255,6.342,1.034,2.376
CONFECCIONES J J CALABUIG SL,1399,U1,2017,126.593337780385,6,AIELO DE MALFERIT,151.802686781702,30.1895843978786,181.992271179581,53.3132315102291,45.4427201195598,126.593337780385,-75.2147203988028,-75.2147203988028,-188.108,-41.329,-79.219
AURIKA BIJUTERS SRL,1399,U1,2021,126.266336985254,1,BLANES,21.5680057210207,131.035898096037,152.603903817058,99.5973826294899,25.9749082133532,126.266336985254,-24.0625918762207,-24.0625918762207,-24.16,-15.768,-19.057
REDES MO & MO S.L.,1394,U1,2008,125.902305170536,2,CALLOSA DE SEGURA,142.266615472579,99.1592441465378,241.425859619117,7.44378212141991,24.6015141194344,125.902305170536,3.20590462300777,3.20590462300777,57.424,1.328,3.395
ENDOFILS S. L.,1330,U1,1998,125.669656042099,4,TERRASSA,129.977341186523,64.7257014420033,194.703042628527,36.6859041924477,137.046771616459,125.669656042099,-5.15123553872108,-5.15123553872108,-20.058,-2.646,-5.855
SDAD COOP MEGARA,1320,U1,1998,124.797645782948,27,CONSTANTINA,57.9932358119488,55.4682766020298,113.461512413979,18.8427073230743,0.718326988935471,124.797645782948,14.7353796272278,14.7353796272278,98.478,12.987,14.869
TEIX PUNT SL.,1391,U1,2000,124.728057945728,4,SENTMENAT,75.7195078879595,51.9749868153334,127.694494703293,15.2248551528454,50.4173283673525,124.728057945728,-13.3377993986607,-2.74218604910374,-87.605,-2.147,-10.694
BLEUMINT SL,1391,U1,2022,124.254723308074,2,IGUALADA,31.1838065943837,197.176509089077,228.36031568346,192.353260875213,28.9103711171508,124.254723308074,12.7602203137994,12.7602203137994,6.634,5.588,10.269
MICAELA SUREDA PONT E HIJOS SL,1391,U1,2008,124.003192286491,3,MANACOR,155.626775801182,655.028332777023,810.655108578205,536.93290407896,0.0,124.003192286491,-12.7340487241745,-12.7340487241745,-3.162,-1.571,-13.692
ALFOMBRAS LA ANTIGUA SL,1393,U1,1998,123.922220340014,6,MORA,0.0,29.8054472651482,29.8054472651482,18.4875282096863,0.0,123.922220340014,7.91411921882629,7.91411921882629,61.151,26.553,9.123
RIMEL SL,1330,U1,2009,123.355773858423,1,VILANOVA DEL CAMI,81.6463875482082,50.7426854943371,132.389073042545,32.1854042254829,5.1645380107975,123.355773858423,3.73049234739304,3.73049234739304,16.45,2.818,4.292
MARTINIANO MARTIN SL,1399,U1,2022,122.842236271769,1,FRESNEDA DE CUELLAR,124.864380909568,89.422527836144,214.286908745712,113.208283054024,21.5322331530929,122.842236271769,-38.9766384394765,-38.9766384394765,-34.429,-18.189,-31.729
CONFECCIONES FER&CLAR SLL,1392,U1,2017,122.529451209252,2,SEVILLA,34.2761017519712,502.791175217259,537.06727696923,19.7389358829117,0.0,122.529451209252,13.2497777414584,13.2497777414584,89.5,2.467,14.418
INDUTOL 2002 SL,1392,U1,2021,121.956249167204,4,BENALMADENA,116.166566285491,263.579932783484,379.746499068975,115.417419138122,8.55630830476284,121.956249167204,-59.7337026477814,-59.7337026477814,-51.754,-15.73,-48.98
CU4TRO ESTAMPACION TEXTIL SLL.,1330,U1,2022,121.721933499277,3,MATARO,13.6965240085721,45.7909612480462,59.4874852566183,31.4092537282169,9.75727345057726,121.721933499277,-3.72311483769417,-3.72311483769417,-11.854,-6.259,-3.059
HERYDO SOCIEDAD LIMITADA.,1391,U1,2005,121.631053320289,3,VILLANUEVA DE LA REINA,99.4962613797188,120.487919845343,219.984181225061,83.009893668294,95.9996178092957,121.631053320289,29.9231997853518,29.9231997853518,51.497,13.602,35.145
PUNTO SOLITA SL,1391,U1,2022,121.584992790979,2,JARAFUEL,47.7539629442215,507.550517911351,555.304480855572,152.509466385788,398.041809844315,121.584992790979,6.15137789664268,6.15137789664268,5.378,1.108,6.746
SAN PABLO TEXTIL SL.,1391,U1,2022,121.480540703094,2,SAN PABLO DE LOS MONTES,82.5563789584398,155.642623714536,238.199002672976,166.571204725134,38.1463547338366,121.480540703094,-35.4728484545529,-35.4728484545529,-21.296,-14.892,-29.2
COMERCIALS PROFESSIONALS TEXTILS SLL.,1330,U1,2000,121.075469850326,3,ONTINYENT,21.3542039256155,106.054980602456,127.409184528072,7.92873273545623,3.93625128409266,121.075469850326,-17.4539434844795,-4.44950625620842,-244.186,-3.492,-15.991
TRICOT CROMBER S.L.,1391,U1,1999,119.328530348539,7,CALERA Y CHOZAS,74.1847697764635,104.011377057433,178.196146833897,146.492944658995,25.5299282866716,119.328530348539,7.98155590593815,7.98155590593815,5.448,4.479,6.689
BRODATS BERGA S.L.,1330,U1,2005,118.456469026089,6,MATARO,151.715872595906,85.9025286327601,237.618401228666,35.1127190384865,149.53577903378,118.456469026089,-54.6557006132603,-65.3296651966572,-155.658,-27.494,-46.14
