Nombre empresaAlfabeto latino,NACE Rev. 2 Código principal (4 digitos),Código de consolidación,Último año disponible,"Ingresos explotación (Cifra ventas)
mil USD Últ, año disp,","Número de empleados
Últ. año disp.","Ciudad
Latin Alphabet","Activos fijos
mil USD Últ. año disp.","Activo circulante
mil USD Últ. año disp.","Activos totales
mil USD Últ. año disp.","Fondos de los accionistas
mil USD Últ. año disp.","Deuda a largo plazo
mil USD Últ. año disp.","Ingresos explotación (Cifra ventas)
mil USD Últ. año disp.","Resultado actividades ordinarias
mil USD Últ. año disp.","P/G por periodo [=ingresos netos]
mil USD Últ. año disp.","ROE - base: result. antes impuestos
Últ. año disp.","ROA utilizando Ingresos Netos
Últ. año disp.","Margen de beneficio
Últ. año disp."
AGRUPACION DE COOPERATIVAS AGRARIAS DE GERONA SCL,1032,U1,1998,1870.21155906916,9,LA TALLADA D'EMPORDA,1433.43232116938,714.980108828545,2148.41242999792,749.632840275764,585.556027414799,1870.21155906916,9.36898751020431,-5.10000778198242,1.47,-0.237,0.589
CABRAMA SOCIEDAD LIMITADA,1051,U1,2019,1868.65987905161,9,MAHORA,535.57118531377,399.403743004041,934.97492831781,313.810773516301,294.816070407867,1868.65987905161,17.4502080535638,17.4502080535638,7.414,1.866,1.245
FELIX BERNALDO DE QUIROS SL,1013,U1,2021,1865.9438070518,11,HERRADON DE PINARES,380.853026917362,846.380611941147,1227.23363885851,814.065939528752,94.8561705044031,1865.9438070518,1.93277109868526,1.93277109868526,0.51,0.157,0.223
CANACATI 1980 SL.,1071,U1,2021,1863.47424003739,22,PALMA,310.821110669947,334.266718528676,645.087829198623,490.145094420648,69.7083549915791,1863.47424003739,70.1530693697047,70.1530693697047,19.11,10.875,5.026
PASTELERIA NICASIO Y GELINA SL,1071,U1,2022,1862.81550494147,25,NEDA,1988.23866665694,963.908473454279,2952.14714011122,2278.08977608786,274.739399889332,1862.81550494147,176.702043980479,176.702043980479,10.356,5.986,12.665
DULCIFROST SL,1072,U1,2022,1860.53780306628,10,HERNANI,580.946183178991,755.89737210151,1336.8435552805,821.025910063618,286.484580134136,1860.53780306628,23.6383618345976,23.6383618345976,3.034,1.768,1.339
RAFEJOMA SL.,1013,U1,2021,1859.44594317584,10,CORNELLA DE LLOBREGAT,87.0890241158724,864.158597253299,951.247621369171,102.478842397714,212.085229138327,1859.44594317584,22.8897842578411,22.8897842578411,29.781,2.406,1.641
UBIDEA ALIMENTACION SL,1039,U1,2021,1859.43526275494,6,BERA,209.566869702673,841.856643881035,1051.42351358371,190.459121021533,343.364330498385,1859.43526275494,36.1244227186203,36.1244227186203,23.805,3.436,2.438
FABRICA DE EMBUTIDOS LOS CHICLANEROS SL,1013,U1,2022,1858.53077214323,6,CHICLANA DE LA FRONTERA,202.306692637676,595.024443144411,797.331135782087,442.236871608055,0.0,1858.53077214323,1.64739490759969,1.64739490759969,0.373,0.207,0.089
VEGAGEL SL,1039,U1,2022,1855.23059600062,4,CALAHORRA,2245.76230819219,2072.85221738037,4318.61452557256,2200.48330403251,562.712206289434,1855.23059600062,14.3639699703395,14.3639699703395,0.876,0.333,1.039
PANADERIA MANZANO SL,1071,U1,2021,1852.59912514515,39,MORA,632.167011631036,405.603741436386,1037.77075306742,84.5272068064213,459.352682125497,1852.59912514515,-14.6848991764784,-14.6848991764784,-20.65,-1.415,-0.942
CECINAS GARROTE SL,1013,U1,2021,1849.37483858986,6,ASTORGA,472.561678515315,1021.03594926846,1493.59762778378,1212.32764364341,0.0,1849.37483858986,132.028871437597,132.028871437597,14.24,8.84,9.335
AGROPECUARIA ALTO GUADIANA SA,1061,U1,2002,1849.16576191791,6,ARGAMASILLA DE ALBA,68.678765351696,926.901890898342,995.580656250038,144.100441839061,16.0700960782051,1849.16576191791,3.75854711914063,3.75854711914063,3.726,0.378,0.29
IKOFA SL,1084,U1,2022,1848.68707213612,9,SANTA PERPETUA DE MOGODA,547.286724510396,1233.54450410615,1780.83122861654,468.727395136219,596.415896838808,1848.68707213612,5.40509956669807,5.40509956669807,1.551,0.304,0.393
BAUER LEMANS SL.,1071,U1,2021,1846.68654380407,4,L'HOSPITALET DE LLOBREGAT,245.157531874394,719.862713101602,965.020244975996,376.14461489718,66.4555495605469,1846.68654380407,137.918596904469,137.918596904469,48.889,14.292,9.958
BETARA SL,1051,U1,2022,1846.29927586176,8,PERAFITA,721.331559851772,856.556973518241,1577.88853337001,729.721762072253,233.029248283362,1846.29927586176,30.4021054288346,30.4021054288346,5.376,1.927,2.125
CARNICAS VIMAR SL,1013,U1,2022,1844.62395737956,15,ALAQUAS,307.71050724619,644.134075370199,951.844582616389,79.7763300562739,99.4134399046242,1844.62395737956,2.51644950463772,2.51644950463772,4.206,0.264,0.182
TUYPAN SL.,1071,U1,2022,1842.66187189234,29,VIGO,1111.93558748865,220.739067698044,1332.67465518669,266.416361438626,495.763761618495,1842.66187189234,-101.587980277306,-101.587980277306,-38.131,-7.623,-5.513
SDAD COOP LTDA DE GANADEROS MANCHEGOS DE TOMELLOSO,1091,U1,2015,1842.04189473178,12,TOMELLOSO,1215.63662294376,1187.8722596568,2403.50888260056,60.0696395755875,578.349053882088,1842.04189473178,10.0681445981526,10.0681445981526,21.014,0.419,0.685
JOHN TORRES PANADERO SL.,1071,U1,2021,1840.90453995245,31,MADRID,575.004889307356,339.073202409482,914.078091716838,43.6264840051889,537.046865972972,1840.90453995245,28.7857277004003,28.7857277004003,69.758,3.149,1.653
CAFES HERVAS SOCIEDAD LIMITADA,1083,U1,2022,1838.57190122726,14,SUECA,1326.1054902705,1361.66421064985,2687.76970092034,2353.82180620254,29.0129566559315,1838.57190122726,192.321017572683,192.321017572683,10.702,7.155,13.701
ARDECAR SL,1013,U1,1998,1838.37749263716,11,ALCANIZ,609.248295709133,337.414465745687,946.662761454821,166.995656600475,240.597420693398,1838.37749263716,-95.9051909823418,-86.4235024073124,-57.43,-9.129,-5.217
JAMONES MARPLA SOCIEDAD LIMITADA,1013,U1,2021,1837.96335817001,4,SERON,1236.46260981188,860.587293289804,2097.04990310168,637.446265532184,304.492695125985,1837.96335817001,37.2264994477987,37.2264994477987,7.862,1.775,2.727
FORN DE SA PLACA ARTA SL.,1071,U1,2022,1836.45634380628,15,ARTA,924.138167669594,1221.77195491847,2145.91012258807,1840.4159557485,202.225183104783,1836.45634380628,343.140819713151,343.140819713151,24.882,15.99,24.935
ELABORADOS CARNICOS CIUDAD DEL SOL SL,1013,U1,2021,1835.48496819921,6,LORCA,49.5216006495237,728.204518234134,777.726118883657,51.5480377936363,347.575780155659,1835.48496819921,10.8641966252804,10.8641966252804,28.174,1.397,0.791
PORTO PANADEROS SL,1071,U1,2022,1834.90677740374,37,VIGO,1164.76156164538,1198.76802779148,2363.52958943686,81.8960152172744,1536.92397747031,1834.90677740374,-210.608633750504,-210.608633750504,-336.36,-8.911,-15.012
CAFES B+O SL,1083,U1,2018,1832.4344547252,18,BENICARLO,879.584737278258,670.906160823816,1550.49089810207,877.554868805394,445.603893492593,1832.4344547252,22.1105794416594,22.1105794416594,3.366,1.426,1.612
MONZO LUIS SL,1039,U1,2022,1831.35245193506,8,CARLET,1137.29843804185,496.45324352569,1633.75168156754,948.681773821866,626.923436693657,1831.35245193506,8.21857569682598,8.21857569682598,1.118,0.503,0.579
CAMP DE BELLAGUARDA S.C.C.L.,1041,U1,2021,1831.09407853527,5,BELLAGUARDA,423.997153405477,739.991040368717,1163.98819377419,132.321528726126,514.763124918082,1831.09407853527,17.4912406919599,17.4912406919599,14.627,1.503,1.057
EMBUTIDOS Y JAMONES EL PERNIL SL,1013,U1,2022,1830.81393651944,5,CASTELLANOS DE MORISCOS,208.790145618993,2409.10099118025,2617.89113679924,2253.77904060186,93.1196923082888,1830.81393651944,106.586363060542,106.586363060542,6.416,4.071,7.899
PASTELERIA ARAGONESA DE CALIDAD SOCIEDAD LIMITADA.,1071,U1,2021,1830.65656850245,43,ZARAGOZA,684.486033105969,470.807597767139,1155.29363087311,156.187235995817,679.56018447876,1830.65656850245,-56.5105249081922,-56.5105249081922,-48.396,-4.891,-4.129
LACTEAS GUADAMUR SL.,1051,U1,2021,1829.02988263686,14,GUADAMUR,1919.47548102393,1281.60212324181,3201.07760426574,867.169399976635,1925.42052268982,1829.02988263686,-315.102351158166,-315.102351158166,-48.514,-9.844,-23.001
BCN PIZZA CRUST SL.,1089,U1,2021,1828.19865594521,25,SANT QUIRZE DEL VALLES,67.6703313463211,2315.42922999465,2383.09956134098,1983.77459357707,152.018734542203,1828.19865594521,355.591485875065,355.591485875065,23.222,14.921,25.198
CONFITERIA ESPINOSA E HIJOS SL.,1082,U1,2022,1827.70898008116,26,MURCIA,655.821968556488,469.756706306368,1125.57867486286,205.631101920664,360.364844213271,1827.70898008116,13.1208599993688,13.1208599993688,8.508,1.166,0.957
PASCELU SL,1072,U1,2021,1824.62518871512,8,LUCAR,115.819843353367,884.624163813043,1000.44400716641,191.185593510747,187.792957245755,1824.62518871512,23.1946915866137,23.1946915866137,16.513,2.318,1.73
PASTAS VILLASECO SA,1072,U1,2022,1824.27601230226,20,NAVA DEL REY,124.687421388471,937.634352296287,1062.32177368476,315.473911611402,106.999607432872,1824.27601230226,2.57399254702926,2.57399254702926,1.088,0.242,0.188
GRUPO VALIN-LAMA SL.,1071,U1,2022,1824.08114457575,37,PALAS DE REI,1413.92275387883,381.45960092026,1795.38235479909,136.663456426513,813.391692228425,1824.08114457575,18.2637776792586,18.2637776792586,17.893,1.017,1.341
MAO PANADERS SL,1071,U1,2022,1823.35985667182,24,MAO-MAHON,121.254570935512,388.556412603295,509.810983538806,328.483406891602,36.9796655496001,1823.35985667182,39.9736092465419,39.9736092465419,17.164,7.841,3.092
AMA TORRES SL,1089,U1,2022,1820.65903477964,6,PREMIA DE DALT,114.078041606724,1510.49993508825,1624.57797669498,1021.06988654892,56.4946924205244,1820.65903477964,39.1106033352017,39.1106033352017,5.306,2.407,2.976
SANSA DE L'EBRE SA,1041,U1,2022,1820.43093003635,9,TORTOSA,1642.38019449044,1397.72990582123,3040.11010031167,2350.4474874556,461.46047264927,1820.43093003635,500.313326458501,500.313326458501,27.56,16.457,35.584
CAMP DE CERVIA DE LES GARRIGUES I SECCIO DE CREDIT S.C.C.L.,1041,U1,2020,1819.89699114252,4,CERVIA DE LES GARRIGUES,6000.73518660241,3158.34668542562,9159.08187202803,1043.77446249138,0.0,1819.89699114252,-82.4117586869311,-82.4117586869311,-9.195,-0.9,-5.273
SAGIPIS SL.,1013,U1,2022,1818.94331350882,1,OLERDOLA,1071.15007097905,1130.39058405756,2201.54065610321,2165.41174230342,21.9814315275729,1818.94331350882,138.013803376633,138.013803376633,7.918,6.269,9.426
OLIVASUR NATURAL SOCIEDAD LIMITADA,1041,U1,2022,1818.90696379826,2,ARQUILLOS,963.460853647041,702.853960973102,1666.31481462014,674.983748342896,409.415088179553,1818.90696379826,31.1887982799888,31.1887982799888,6.161,1.872,2.286
ELABORADOS DONAN SOCIEDAD LIMITADA.,1013,U1,2021,1817.60730273399,9,EL VISO DEL ALCOR,21.1623082908869,675.698334558391,696.860642849278,62.8938840256691,117.423231630635,1817.60730273399,26.6939168665409,26.6939168665409,51.139,3.831,1.77
LA CASA JAIZUBIA S.L.,1013,U1,1998,1817.05194670415,19,ERRENTERIA,1122.95910188985,411.548998508692,1534.50696200395,222.106477299929,878.494554759979,1817.05194670415,-4.98730671715736,6.08471910595894,-2.245,0.397,-0.274
LA NUEVA DE NEDA SL,1071,U1,2022,1815.55532423034,38,NEDA,937.452155771703,802.007331924504,1739.45948769621,1362.07369952538,115.792280304253,1815.55532423034,15.5997108054459,15.5997108054459,1.534,0.897,1.151
PASTELERIAS SOBRINO SL,1071,U1,2022,1815.16018111792,18,SANTANDER,403.447901348537,344.607298015553,748.05519936409,290.703535741931,79.1847513161063,1815.16018111792,37.7491850823939,37.7491850823939,17.314,5.046,2.773
CREACIONES EN CHOCOLATE SL,1082,U1,2021,1813.24094733267,20,SENTMENAT,1081.38484642525,780.544062426639,1861.92890885189,762.426500890303,785.27471871686,1813.24094733267,122.568023223281,122.568023223281,21.42,6.583,9.007
GAVAFELS SL,1071,U1,2007,1812.50516250137,33,GAVA,1379.68391296417,212.54473006485,1592.22864302902,129.933063844986,1045.3962465802,1812.50516250137,-10.833633658287,23.3741252410126,-2.341,1.468,-0.168
CONGELADOS ARROYO SL,1020,U1,2010,1809.73161897497,5,OCANA,396.140095136554,640.933419865973,1037.07351500253,30.3920733373868,524.368669485658,1809.73161897497,9.14078911438823,9.14078911438823,38.967,0.881,0.654
"ESCORXADOR DE GIRONA, SA",1011,U1,2022,1807.27720988348,29,GIRONA,788.977901899868,514.988854750526,1303.96675665039,792.132412550372,211.470819446838,1807.27720988348,116.224605074829,116.224605074829,19.366,8.913,8.488
IBACEITE SRL,1041,U1,2021,1805.58884938758,3,BREA DE ARAGON,671.714980746918,433.776811184401,1105.49179193132,831.654049881988,243.159120082855,1805.58884938758,50.052568018198,50.052568018198,8.025,4.528,3.696
MARIO ELABORATS I CARNS SL,1013,U1,2022,1805.26666024871,12,GAVA,309.099966399544,463.042931831557,772.142898231101,545.918341362929,9.45041277780533,1805.26666024871,-0.0192841187477112,-0.0192841187477112,0.561,-0.002,0.17
EMBUTIDOS Y JAMONES HNOS POZO SL,1011,U1,2022,1803.37173959787,5,CULLAR,419.7664362131,280.652562389668,700.418999669367,60.6284587271929,245.877687040836,1803.37173959787,7.81948616630435,7.81948616630435,17.197,1.116,0.578
OLEO QUIROS SL.,1041,U1,2021,1802.96359813763,7,MASCARAQUE,1952.89565971814,760.982527137828,2713.87818685597,1311.74092517718,724.995451117694,1802.96359813763,13.3212922734022,13.3212922734022,1.016,0.491,0.739
MORCILLAS TERE SL,1013,U1,2021,1797.23852819653,13,QUINTANILLA VIVAR,3062.48239193759,515.566500863743,3578.04889280133,786.376274449897,2212.36787993281,1797.23852819653,64.6659946381402,64.6659946381402,10.761,1.807,4.708
COFRUIT SL,1020,U1,2022,1796.07318062164,2,HERNANI,275.050142984241,1094.03370701575,1369.08384999999,774.710779163063,66.6624680161476,1796.07318062164,94.7388969914138,94.7388969914138,10.874,6.92,4.69
LIBERTO DE PEDRO SL,1013,U1,2022,1795.02255879371,8,AJALVIR,225.57658701306,599.991394307327,825.567981320387,314.343497475761,93.9385314014196,1795.02255879371,91.0419778371513,91.0419778371513,38.638,11.028,6.766
CRISTOFRAN SL,1013,U1,2021,1794.77839574268,12,SANT CUGAT DEL VALLES,133.191327089167,218.845980871654,352.03730796082,45.232556545186,124.927954527926,1794.77839574268,21.7980594954729,21.7980594954729,67.547,6.192,1.702
LOIDI-CAVADA & HIJOS SL,1071,U1,2022,1792.90190302718,11,GURIEZO,132.878798798347,447.034894744021,579.913693542367,253.438864143074,44.0992064677298,1792.90190302718,-11.6105327254057,-11.6105327254057,-6.108,-2.002,-0.863
ALCAIDUS SL,1051,U1,2022,1792.26174068032,15,ALAIOR,2113.608498398,1550.96946083346,3664.57795923146,2286.70750531117,437.045486580819,1792.26174068032,63.6333681334734,63.6333681334734,3.721,1.736,4.747
S.C. ANDALUZA SANTA CLOTILDE,1041,U1,2015,1788.61045060325,4,SANTISTEBAN DEL PUERTO,1050.50022137995,5526.79988340526,6577.3001047852,989.686988860479,0.0,1788.61045060325,0.302484390459061,0.302484390459061,0.034,0.005,0.019
PIENSOS ROMERO SL,1091,U1,2022,1788.46167068955,2,CASTILBLANCO DE LOS ARROYOS,291.25734619422,312.524337386572,603.781683580792,181.916958192426,35.2415563555241,1788.46167068955,-14.6707559811473,-14.6707559811473,-10.753,-2.43,-1.094
INDUSTRIAS CARNICAS SANJOSE SL,1013,U1,2022,1786.29782830973,13,ALCOI/ALCOY,1267.65435574065,815.840839305353,2083.495195046,510.388365839785,904.034100565285,1786.29782830973,31.6595942275065,31.6595942275065,12.145,1.52,3.47
TAHONA INMACULADA SL,1072,U1,2022,1784.65899819602,19,CORPA,1122.35898431762,84.968685689044,1207.32767000667,291.860401544881,251.959714638752,1784.65899819602,21.1018495935857,21.1018495935857,9.64,1.748,1.577
PASTELERIA VIGALA SL,1071,U1,2022,1783.69122981635,21,TOTANA,318.2147096524,1397.6191407411,1715.8338503935,772.412321261835,210.094724785072,1783.69122981635,10.1799454957843,10.1799454957843,1.757,0.593,0.761
CHOCOLATES DE NAVARRA SL,1082,U1,2020,1783.21618620749,9,BERRIOPLANO/BERRIOBEITI,22.2584400893271,1447.85488061222,1470.11332070155,650.894513662588,521.51720225811,1783.21618620749,42.4105151472092,42.4105151472092,8.462,2.885,3.089
MUNDOBARQUILLO SL.,1089,U1,2021,1780.25314790554,8,CASTALLA,1691.89515840518,906.686844044351,2598.58200244954,387.800521789384,1110.85746223412,1780.25314790554,77.8472321270227,77.8472321270227,26.058,2.996,5.676
PASTELERIAS MARTOMAR SL.,1071,U1,2022,1779.88268035964,22,ALBA DE TORMES,162.762228628635,279.70711900388,442.469347632515,87.0413338126123,132.51104596079,1779.88268035964,11.5144747754931,11.5144747754931,22.039,2.602,1.078
MIGAJA S.L.,1072,U1,1998,1777.36864954519,24,OVIEDO,225.265522298813,485.117749158382,710.383271457195,104.21091794157,0.0,1777.36864954519,-18.5171264691353,-18.5171264691353,-20.476,-2.607,-1.201
PASTELERIA SUEVIA SL,1071,U1,2022,1776.46733280429,32,TEO,74.1498684317827,1095.36987885867,1169.51974729046,220.756346609753,142.146096709408,1776.46733280429,-4.9288735611856,-4.9288735611856,3.25,-0.421,0.404
EL AGAPE SEGOVIANO S.L.,1013,U1,2007,1776.40818348793,4,SEGOVIA,478.228888624878,1865.94283831558,2344.17172694046,254.970249266052,479.153131452026,1776.40818348793,-23.0164051100922,23.3482898982239,-5.975,0.996,-0.858
INFISPORT SOCIEDAD LIMITADA.,1086,U1,2022,1775.95701721253,12,CASTELLO DE LA PLANA,295.222493787789,399.319276051402,694.541769839191,251.111650719643,188.766798763955,1775.95701721253,14.6936121415812,14.6936121415812,8.167,2.116,1.155
POLGRI SA,1013,U1,2022,1775.16606009662,12,ALBACETE,792.442078379798,1765.56148102878,2558.00355940858,1450.97789200822,433.043562636894,1775.16606009662,15.3966835928559,15.3966835928559,1.415,0.602,1.156
GONZALEZ Y ROMERO AGROCARNE S. L.,1013,U1,2021,1775.12668178587,14,ARIZA,371.751586758614,239.128677785754,610.880264544368,174.844300362611,197.175531452823,1775.12668178587,-46.1924013277531,-46.1924013277531,-35.01,-7.562,-3.448
CAMPOREL DELICATESSEN SL,1089,U1,2022,1774.72353863494,13,CINTRUENIGO,516.866016519886,1361.2901968733,1878.15621339318,839.748944150531,628.092088420951,1774.72353863494,46.3350763109863,46.3350763109863,6.507,2.467,3.079
MOPAN SL,1071,U1,2021,1773.23250970566,41,SEVILLA,1785.42953904676,722.579560741138,2508.0090997879,1600.49148209202,71.7314509647846,1773.23250970566,-2.61235393517017,-2.61235393517017,-0.163,-0.104,-0.147
EL TIO DE LAS PAPAS SLL,1031,U1,2022,1772.94249881146,16,SIERRA DE YEGUAS,93.6759239414155,538.772700755322,632.448624696738,223.11076898613,75.130446671313,1772.94249881146,38.8692745349884,38.8692745349884,23.229,6.146,2.923
PRODUCTOS EL MANISERO SL,1089,U1,2022,1772.72207536122,12,MANISES,1304.43011946608,2811.80192090917,4116.23204037525,3857.07570167335,0.0,1772.72207536122,31.5964088738221,31.5964088738221,0.947,0.768,2.061
EL COLMENERO DE ALHAURIN SL,1071,U1,2021,1772.27327652726,31,ALHAURIN EL GRANDE,548.771147945738,636.446813716864,1185.2179616626,452.959980188084,90.1379954695702,1772.27327652726,12.1802895085573,12.1802895085573,5.823,1.028,1.488
JAMONES GONZALEZ ORTIZ S.L.,1013,U1,2006,1772.2440580406,16,TREVELEZ,147.542608678794,1743.42435497063,1890.96696364942,69.2602809169221,1008.45756477244,1772.2440580406,6.93146204415107,6.9314633611536,14.297,0.367,0.559
CONSERVAS DAPORTA SL,1020,U1,2022,1771.40810903865,21,CAMBADOS,475.063914824908,1871.45305215765,2346.51696698256,450.92837314388,681.911977092774,1771.40810903865,2.42491650592971,2.42491650592971,0.679,0.103,0.173
LA PEDRERENA OLIVAS SOCIEDAD LIMITADA.,1039,U1,2022,1770.70430378132,11,PEDRERA,176.838654042935,1059.49246921822,1236.33112326116,263.82712718491,111.475485525399,1770.70430378132,20.037691551556,20.037691551556,10.127,1.621,1.509
DIFA BOUTIQUE'S DEL PAN SL,1071,U1,2020,1769.53280069243,31,AGUIMES,8878.20637617957,1260.28374578536,10138.4901219649,4154.36124406368,3966.89991008213,1769.53280069243,-458.607698810077,-458.607698810077,-15.038,-4.523,-35.305
NAVEDA TRADICION SL.,1013,U1,2022,1769.52452742136,10,CABRANES,617.923139565891,785.176861303562,1403.10000086945,991.672634097368,192.955025640494,1769.52452742136,31.2923544243038,31.2923544243038,4.207,2.23,2.358
JAUME I VICENC SL,1071,U1,2022,1769.10506584061,33,IGUALADA,47.0914340060949,229.766115140975,276.857549147069,153.398370399302,0.0,1769.10506584061,13.1850895539522,13.1850895539522,28.691,4.762,2.488
ELABORATS SANT JOAN SL,1011,U1,2018,1768.94184838088,10,SANT JOAN LES FONTS,1091.76253854598,1248.50387737892,2340.2664159249,936.329248372172,567.159284445115,1768.94184838088,6.42165558591247,6.42165558591247,0.885,0.274,0.468
VIRGEN DE LA OLIVA S.COOP. DE CLM,1041,U1,2000,1768.55836725095,3,ALMONACID DE TOLEDO,423.029039487795,1523.50236662979,1946.53140611759,420.883639473456,17.856051058774,1768.55836725095,-134.307415470586,17.5153016420174,-31.682,0.9,-7.54
QUEJUSA SL,1013,U1,2022,1767.76405163602,7,SANTIBANEZ DE BEJAR,1030.02633577172,347.041278047758,1377.06761381948,686.832634055942,189.706227595228,1767.76405163602,139.111375847431,139.111375847431,27.166,10.102,10.555
MAR DE IDEAS 2015 SOCIEDAD LIMITADA.,1089,U1,2022,1767.59075055116,13,BORMUJOS,229.653962204784,517.737886939573,747.391849144357,85.838561567688,479.788447803259,1767.59075055116,75.2281258524477,75.2281258524477,99.816,10.065,4.847
